lemma,upos,synonyms,hypernyms
screen,VB,block out|riddle|screen|screen out|shield|sieve|sort|test,check|analyze|analyse|study|examine|canvass|choose|take|select|pick out|show|obstruct|obturate|impede|occlude|jam|block|close up|sift|sieve|strain|protect
stimulate,VB,arouse|brace|cause|energise|energize|excite|get|hasten|have|induce|make|perk up|provoke|rush|shake|shake up|stimulate|stir,affect|impact|bear upon|bear on|touch on|touch|arouse|elicit|enkindle|kindle|evoke|fire|raise|provoke|effect|effectuate|set up|sensitize|sensitise|challenge
enzyme,NNS,enzyme,protein|catalyst|accelerator
activate,VBN,activate|actuate|aerate|set off|spark|spark off|touch off|trigger|trigger off|trip,initiate|pioneer|change|alter|modify
restrict,VBG,bound|confine|control|curb|curtail|cut back|limit|restrict|throttle|trammel,limit|circumscribe|confine to|restrict|curtail|curb|cut back|prevent|keep
calorie,NN,calorie|Calorie|gram calorie|kilocalorie|kilogram calorie|large calorie|nutritionist's calorie|small calorie,work unit|heat unit|energy unit|work unit|heat unit|energy unit
intake,NN,aspiration|breathing in|consumption|ingestion|inhalation|inlet|inspiration|intake|uptake,bodily process|body process|bodily function|activity|opening|breath
find,VBP,ascertain|bump|chance|come up|detect|determine|discover|encounter|feel|find|find oneself|find out|get|get hold|happen|incur|line up|notice|observe|obtain|receive|recover|regain|retrieve|rule|see|witness,spy|sight|get|acquire|reason|reason out|conclude|experience|see|go through|gestate|conceive|conceptualize|conceptualise|learn|hear|get word|get wind|pick up|find out|get a line|discover|pronounce|label|judge|change|perceive|comprehend|reach|make|attain|hit|arrive at|gain|mature|maturate|grow
activate,VBP,activate|actuate|aerate|set off|spark|spark off|touch off|trigger|trigger off|trip,initiate|pioneer|change|alter|modify
put,VBP,arrange|assign|cast|commit|couch|frame|invest|lay|order|place|pose|position|put|redact|set|set up,move|displace|change|alter|modify|give voice|formulate|word|phrase|articulate|use|utilize|utilise|apply|employ|spend|expend|drop|estimate|gauge|approximate|guess|judge|subject|arrange|set|organize|organise
justbee,VBG,,NA
simplest,JJS,,NA
amazingly,RB,amazingly|astonishingly|surprisingly,
eagerness,NN,avidity|avidness|eagerness|forwardness|keenness|readiness|zeal,enthusiasm|willingness
publish,VB,bring out|issue|print|publish|put out|release,produce|make|create|publicize|publicise|air|bare
replicate,VBG,copy|double|duplicate|reduplicate|repeat|replicate|retroflex,bend|flex|duplicate|reduplicate|double|repeat|replicate|reproduce
promising,JJ,bright|hopeful|promising,
drosophilum,NNP,,NA
jump,NN,jump|jumping|leap|parachuting|saltation|start|startle,increase|transition|reflex|reflex response|reflex action|instinctive reflex|innate reflex|inborn reflex|unconditioned reflex|physiological reaction|descent|propulsion|actuation
publication,NNP,issue|publication|publishing,work|piece of work|printing|communication|commercial enterprise|business enterprise|business
imminent,JJ,at hand(p)|close at hand(p)|imminent|impendent|impending,
broaden,VBD,branch out|broaden|diversify|extend|widen,widen|broaden|extend|increase|change|alter|vary
horizon,NNS,apparent horizon|celestial horizon|horizon|purview|sensible horizon|skyline|view|visible horizon,line|scope|range|reach|orbit|compass|ambit|stratum|great circle
test,VBG,essay|examine|prove|quiz|screen|test|try|try out,evaluate|pass judgment|judge|check|examine|be|score|determine|find out|see|ascertain|watch|learn|take|submit
mouse,NN,black eye|computer mouse|mouse|shiner,rodent|gnawer|bruise|contusion|person|individual|someone|somebody|mortal|soul|electronic device
tap,VBN,beg|bug|exploit|intercept|knock|pink|rap|solicit|tap|tapdance|tip|wiretap,cut|withdraw|draw|take out|draw off|strike|use|utilize|utilise|apply|employ|listen in|eavesdrop|supply|provide|render|furnish|sound|go|walk|dance|trip the light fantastic|trip the light fantastic toe|pierce|request|ask for|bespeak|call for|quest
defence,NN,defence|defence force|defence mechanism|defence reaction|defending team|defense|defense force|defense lawyers|defense mechanism|defense reaction|defense team|defensive measure|defensive structure|demurrer|denial|refutation|vindication,psychoanalytic process|process|unconscious process|team|squad|collection|aggregation|accumulation|assemblage|organization|organisation|answer|justification|structure|construction|due process|due process of law|military action|action|protection
programme,NN,broadcast|computer program|computer programme|course of study|curriculum|plan|program|programme|syllabus,announcement|promulgation|information|info|show|software|software program|computer software|software system|software package|package|system|system of rules|idea|thought|performance
hope,VBZ,desire|go for|hope|trust,wish|desire|want|plan|be after
2004,CD,NA,NA
biomol,NNP,,NA
research,NNP,enquiry|inquiry|research,investigation|investigating|problem solving
laboratory,NNPS,lab|laboratory|research lab|research laboratory|science lab|science laboratory|testing ground,workplace|work|region
patent,NN,letters patent|patent|patent of invention,document|written document|papers|legal document|legal instrument|official document|instrument
synthetic,JJ,celluloid|man-made|semisynthetic|synthetic|synthetical,
ageing—an,NN,,NA
radical,JJ,basal|extremist|radical|revolutionary|ultra,
shift,NN,break|chemise|displacement|duty period|fault|faulting|fracture|geological fault|sack|shift|shift key|shifting|shimmy|slip|switch|switching|teddy|transformation|transmutation|work shift,translation|change|alteration|modification|hours|motion|movement|move|crack|cleft|crevice|fissure|scissure|gang|crew|work party|key|undergarment|unmentionable|dress|frock
attitude,NN,attitude|mental attitude|position|posture,cognition|knowledge|noesis|bodily property|affectation|mannerism|pose|affectedness|orientation
lot,NN,band|batch|bunch|caboodle|circle|circumstances|deal|destiny|draw|fate|flock|fortune|good deal|great deal|hatful|heap|lot|Lot|luck|mass|mess|mickle|mint|mountain|muckle|passel|peck|pile|plenty|portion|pot|quite a little|raft|set|sight|slew|spate|stack|tidy sum|wad,large indefinite quantity|large indefinite amount|tract|piece of land|piece of ground|parcel of land|parcel|social group|condition|object|physical object|collection|aggregation|accumulation|assemblage
car,NNS,auto|automobile|cable car|car|elevator car|gondola|machine|motorcar|railcar|railroad car|railway car,motor vehicle|automotive vehicle|wheeled vehicle|compartment
rust,NN,rust|rust fungus|rusting,ferric oxide|plant disease|corrosion|corroding|erosion|oxidation|oxidization|oxidisation|fungus
breakdown—nothing,VBG,,NA
pathway,NNS,footpath|nerve pathway|nerve tract|pathway|tract,white matter|substantia alba|path
boost,VB,advance|boost|encourage|further|hike|hike up|promote|supercharge,raise|lift|elevate|get up|bring up|increase|support|back up|thrust
defence,NNS,defence|defence force|defence mechanism|defence reaction|defending team|defense|defense force|defense lawyers|defense mechanism|defense reaction|defense team|defensive measure|defensive structure|demurrer|denial|refutation|vindication,psychoanalytic process|process|unconscious process|team|squad|collection|aggregation|accumulation|assemblage|organization|organisation|answer|justification|structure|construction|due process|due process of law|military action|action|protection
ageing—the,NN,,NA
ageing-can-be-regulated,JJ,,NA
gene,NNS,cistron|factor|gene,sequence
true—and,NN,,NA
seem,VBZ,appear|look|seem,be|appear|seem
organisms—if,NN,,NA
expect,VBZ,anticipate|ask|await|bear|carry|expect|gestate|have a bun in the oven|look|require|wait,evaluate|pass judgment|judge|demand|see|consider|reckon|view|regard|expect|look|await|wait|give birth|deliver|bear|birth|have
development,NNS,developing|development|evolution|exploitation|growing|growth|maturation|ontogenesis|ontogeny,improvement|process|physical process|organic process|biological process|change|alteration|modification|use|usage|utilization|utilisation|employment|exercise|district|territory|territorial dominion|dominion|melioration|processing|section|subdivision
ridicule,VBZ,blackguard|guy|jest at|laugh at|make fun|poke fun|rib|ridicule|roast,mock|bemock
notion,NN,belief|feeling|impression|notion|opinion|whim|whimsey|whimsy,idea|thought|concept|conception|construct|article
experience,VB,experience|feel|get|go through|have|know|live|receive|see,undergo|experience|see|go through|change
painful,JJ,abominable|afflictive|atrocious|awful|dreadful|irritating|painful|sore|terrible|unspeakable,
methuselah,NNP,graybeard|greybeard|Methuselah|old man,oldster|old person|senior citizen|golden ager|man|adult male
insist,VBZ,assert|importune|insist|take a firm stand,beg|implore|pray|postulate|posit
vaupel,NNP,,NA
demographer,NNS,demographer|demographist|population scientist,sociologist
marc,NNP,marc,brandy
mangel,NNP,,NA
mathematical,JJ,mathematical|numerical,
modeller,NN,modeler|modeller,creator
californium,NNP,atomic number 98|californium|Cf,metallic element|metal
santa,NNP,Father Christmas|Kriss Kringle|Saint Nicholas|Saint Nick|Santa|Santa Claus|St. Nick,
cruz,NNP,,NA
1840,CD,NA,NA
maybe,RB,maybe|mayhap|peradventure|perchance|perhaps|possibly,NA
faster,RBR,faster|quicker,
laboratory,NNP,lab|laboratory|research lab|research laboratory|science lab|science laboratory|testing ground,workplace|work|region
survival,NNP,endurance|natural selection|selection|survival|survival of the fittest,animation|life|living|aliveness|natural process|natural action|action|activity|continuance|continuation
longevity,NNP,length of service|longevity|seniority,longness|oldness
max,NNP,easy lay|Georgia home boy|goop|grievous bodily harm|liquid ecstasy|max|scoop|soap,gamma hydroxybutyrate|GHB
planck,NNP,Max Karl Ernst Ludwig Planck|Max Planck|Planck,
demographic,NNP,demographic,statistic
rostock,NNP,Rostock,
japan,NNP,japan|Japan|Japanese Archipelago|Japanese Islands|Nihon|Nippon,lacquerware|lacquer
85,CD,NA,NA
remarkably,RB,notably|remarkably|signally|unco|unmistakably|unusually,
install,VBP,establish|instal|install|put in|set up,put|set|place|pose|position|lay
smoke,NN,bullet|dope|fastball|fume|gage|grass|green goddess|heater|hummer|locoweed|Mary Jane|pot|roll of tobacco|sens|sess|skunk|smoke|smoking|weed,aerosol|vaporization|vaporisation|vapor|vapour|evaporation|indication|indicant|insubstantiality|tobacco|baccy|cannabis|marijuana|marihuana|ganja|breathing|external respiration|respiration|ventilation|pitch|delivery
detector,NN,demodulator|detector|sensing element|sensor,device|rectifier|electronic equipment
see,VBZ,ascertain|assure|attend|catch|check|come across|consider|construe|control|date|determine|discover|encounter|ensure|envision|escort|examine|experience|fancy|figure|find|find out|get a line|get wind|get word|go out|go steady|go through|hear|image|insure|interpret|learn|look|meet|pick up|picture|project|realise|realize|reckon|regard|run across|run into|see|see to it|take care|take in|understand|view|visit|visualise|visualize|watch|witness,perceive|comprehend|experience|see|go through|imagine|conceive of|ideate|envisage|think|believe|consider|conceive|watch|verify|visit|call in|call|tour|care|give care|receive|take in|invite|consort|associate|affiliate|assort|debate|moot|turn over|deliberate|detect|observe|find|discover|notice|undergo|accompany|bet|wager|play|understand
mathematical,NNP,,NA
solve,VB,clear|figure out|lick|puzzle out|resolve|solve|work|work out,understand|calculate|cipher|cypher|compute|work out|reckon|figure|settle|square off|square up|determine
link,VBG,associate|colligate|connect|join|link|link up|relate|tie|tie in|unite|yoke,think|cogitate|cerebrate|attach
separation,NN,breakup|detachment|interval|legal separation|separation,state|change|alteration|modification|distance|sorting|group action|space|result|resultant|final result|outcome|termination|cessation|surcease|change of integrity
demography,NN,demography|human ecology,sociology
note,NNS,annotation|bank bill|bank note|banker's bill|banknote|bill|billet|distinction|eminence|Federal Reserve note|government note|greenback|line|musical note|notation|note|note of hand|preeminence|promissory note|short letter|tone,written record|written account|personal letter|musical notation|tone|tone of voice|air|aura|atmosphere|paper money|folding money|paper currency|comment|commentary|high status|debt instrument|obligation|certificate of indebtedness
anti-ageing,JJ,,NA
involve,VBZ,affect|ask|call for|demand|imply|involve|necessitate|need|postulate|regard|require|take,refer|pertain|relate|concern|come to|bear on|touch|touch on|have to do with|admit|let in|include|have|feature|absorb|engross|engage|occupy|complicate|refine|rarify|elaborate
anti-oxidant,JJ,,NA
feeling,NN,belief|feel|feeling|flavor|flavour|impression|intuitive feeling|look|notion|opinion|smell|spirit|tactile sensation|tactual sensation|tone|touch|touch sensation,state|idea|thought|atmosphere|ambiance|ambience|somesthesia|somaesthesia|somatesthesia|somatic sensation|perception|intuition
cythnium,NNP,,NA
kenyon,NNP,,NA
generate,VBN,beget|bring forth|engender|father|generate|get|give|mother|render|return|sire|yield,make|create|produce
fold,VB,close|close down|close up|fold|fold up|pen up|shut down|turn up,change surface|integrate|incorporate|restrain|confine|hold|constrain|change
