token,lemma,upos,clique,stem,synonyms,hypernyms
trained,train,VERB,215,train,aim|check|civilise|civilize|coach|condition|cultivate|develop|direct|discipline|educate|groom|prepare|rail|school|take|take aim|trail|train,teach|learn|instruct|study|read|take|develop|make grow|educate|polish|refine|fine-tune|down|position|exercise|work out|control|hold in|hold|contain|check|curb|moderate|ride|drag
tested,test,VERB,215,test,essay|examine|prove|quiz|screen|test|try|try out,evaluate|pass judgment|judge|check|examine|be|score|determine|find out|see|ascertain|watch|learn|take|submit
valuated,valuate,VERB,215,valuat,appraise|assess|evaluate|measure|valuate|value,evaluate|pass judgment|judge
data,data,NOUN,215,data,data|information,collection|aggregation|accumulation|assemblage
reconstructed,reconstruct,VERB,215,reconstruct,construct|rebuild|reconstruct|redo|remodel|restore|retrace,speculate|theorize|theorise|conjecture|hypothesize|hypothesise|hypothecate|suppose|construct|build|make|change|alter|modify|regenerate|renew
images,image,NOUN,215,imag,double|effigy|epitome|figure|figure of speech|icon|ikon|image|look-alike|mental image|paradigm|persona|picture|prototype|range|range of a function|simulacrum|trope,representation|mental representation|internal representation|appearance|visual aspect|model|example|rhetorical device|person|individual|someone|somebody|mortal|soul|set|impression|effect
as,as,ADV,215,a,as|equally|every bit,
prepared,prepare,VERB,215,prepar,cook|develop|devise|educate|fix|gear up|get up|groom|machinate|make|organise|organize|prepare|ready|set|set up|train,change|alter|modify|create from raw material|create from raw stuff|make|create|initiate|pioneer|educate|teach|learn|instruct|sound|study|read|take
figures,figure,NOUN,215,figur,anatomy|bod|build|chassis|design|digit|fig|figure|figure of speech|flesh|form|frame|human body|image|material body|name|number|pattern|physical body|physique|public figure|shape|soma|trope,illustration|body|organic structure|integer|whole number|model|simulation|important person|influential person|personage|shape|form|sum|sum of money|amount|amount of money|impression|effect|rhetorical device|percept|perception|perceptual experience|decoration|ornament|ornamentation|maneuver|manoeuvre|play
manuscript,manuscript,NOUN,215,manuscript,holograph|manuscript|ms,writing|written material|piece of writing|autograph
vt,vt,NOUN,216,vt,Green Mountain State|Vermont|VT|Vt.,
tt,tt,NOUN,217,tt,ephemeris time|Federated States of Micronesia|Micronesia|Palau|Republic of Palau|TDT|terrestrial dynamical time|terrestrial time|TT,time unit|unit of time
v,v,NOUN,219,v,5|atomic number 23|cinque|fin|five|fivesome|Little Phoebe|pentad|Phoebe|quint|quintet|quintuplet|v|V|vanadium|volt,potential unit|metallic element|metal|digit|figure|letter|letter of the alphabet|alphabetic character
acquired,acquire,VERB,219,acquir,acquire|adopt|assume|develop|evolve|gain|get|grow|larn|learn|produce|take|take on|win,change|situate|locate|get|acquire
pam,pam,NOUN,219,pam,,NA
data,data,NOUN,219,data,data|information,collection|aggregation|accumulation|assemblage
manually,manually,ADV,219,manual,manually,
labeled,label,VERB,219,label,judge|label|mark|pronounce|tag,designate|denominate|attach|declare|adjudge|hold|distinguish|separate|differentiate|secern|secernate|severalize|severalise|tell|tell apart
dataset,dataset,NOUN,219,dataset,,NA
th,th,NOUN,220,th,atomic number 90|Th|thorium|Thursday,weekday|metallic element|metal
v,v,NOUN,221,v,5|atomic number 23|cinque|fin|five|fivesome|Little Phoebe|pentad|Phoebe|quint|quintet|quintuplet|v|V|vanadium|volt,potential unit|metallic element|metal|digit|figure|letter|letter of the alphabet|alphabetic character
programmed,program,VERB,221,program,program|programme,schedule|create by mental act|create mentally
threed,three,VERB,221,three,,NA
visualization,visualization,NOUN,221,visual,visual image|visualisation|visualization,image|mental image
software,software,NOUN,221,softwar,computer software|package|software|software package|software program|software system,code|computer code
sm,sm,NOUN,222,sm,atomic number 62|Master of Science|MS|MSc|samarium|Sm|SM,metallic element|metal|master's degree
revised,revise,VERB,222,revis,retool|revise,rewrite|reorganize|reorganise|shake up
manuscript,manuscript,NOUN,222,manuscript,holograph|manuscript|ms,writing|written material|piece of writing|autograph
interpreted,interpret,VERB,222,interpret,construe|interpret|read|rede|render|represent|see|translate|understand,understand|explain|explicate|perform|execute|do|re-create|repeat|reiterate|ingeminate|iterate|restate|retell
data,data,NOUN,222,data,data|information,collection|aggregation|accumulation|assemblage
vt,vt,NOUN,223,vt,Green Mountain State|Vermont|VT|Vt.,
sp,sp,NOUN,224,sp,,NA
j,j,PROPN,224,j,NA,NA
c,class,NOUN,225,class,category|class|course|course of instruction|course of study|division|family|form|grade|social class|socio-economic class|stratum|year,collection|aggregation|accumulation|assemblage|gathering|people|education|instruction|teaching|pedagogy|didactics|educational activity|league|conference|taxonomic group|taxonomic category|taxon|elegance
performed,perform,VERB,225,perform,do|execute|perform,act|move|re-create|carry through|accomplish|execute|carry out|action|fulfill|fulfil
experiment,experiment,NOUN,225,experi,experiment|experimentation,scientific research|research project|inquiry|enquiry|research|venture
cs,cs,NOUN,226,c,atomic number 55|caesium|cesium|Cs,metallic element|metal
k,k,PROPN,227,k,NA,NA
conceived,conceive,VERB,227,conceiv,believe|conceive|conceptualise|conceptualize|consider|gestate|think,create by mental act|create mentally|evaluate|pass judgment|judge|change state|turn
supervised,supervise,VERB,227,supervis,manage|monitor|oversee|superintend|supervise,administer|administrate|observe
project,project,NOUN,227,project,labor|project|projection|task|undertaking,work|plan|program|programme
authors,author,NOUN,228,author,author|generator|source|writer,communicator|maker|shaper
contributed,contribute,VERB,228,contribut,add|bestow|bring|chip in|conduce|contribute|give|impart|kick in|lead|lend|put up,change|alter|modify|give|promote|advance|boost|further|encourage|pay
critical,critical,ADJ,228,critic,critical|decisive|vital,
reading,read,NOUN,228,read,read,publication
manuscript,manuscript,NOUN,228,manuscript,holograph|manuscript|ms,writing|written material|piece of writing|autograph
authors,author,NOUN,229,author,author|generator|source|writer,communicator|maker|shaper
declare,declare,NOUN,229,declar,,NA
have,have,VERB,229,have,accept|bear|birth|cause|consume|deliver|experience|feature|get|give|give birth|have|have got|hold|induce|ingest|let|make|own|possess|receive|stimulate|suffer|sustain|take|take in|throw,NA
known,know,VERB,229,know,acknowledge|bang|be intimate|bed|bonk|cognise|cognize|do it|eff|experience|fuck|get it on|get laid|have a go at it|have intercourse|have it away|have it off|have sex|hump|jazz|know|lie with|live|love|make love|make out|recognise|recognize|roll in the hay|screw|sleep together|sleep with,experience|see|go through|accept|copulate|mate|pair|couple|recognize|recognise|realize|realise|agnize|agnise|distinguish|separate|differentiate|secern|secernate|severalize|severalise|tell|tell apart|remember|retrieve|recall|call back|call up|recollect|think
competing,compete,VERB,229,compet,compete|contend|vie,
financial,financial,ADJ,229,financi,financial|fiscal,
interests,interest,NOUN,229,interest,interest|interest group|interestingness|involvement|pastime|pursuit|sake|stake,curiosity|wonder|benefit|welfare|power|powerfulness|fixed charge|fixed cost|fixed costs|share|portion|part|percentage|social group|diversion|recreation
personal,personal,ADJ,229,person,personal,
relationships,relationship,NOUN,229,relationship,family relationship|human relationship|kinship|relationship,relation|state
appeared,appear,VERB,229,appear,appear|come along|come out|look|seem,be|happen|materialize|materialise|perform|execute|do
influence,influence,NOUN,229,influenc,influence,power|powerfulness|causing|causation|determinant|determiner|determinative|determining factor|causal factor|consequence|effect|outcome|result|event|issue|upshot|force
work,work,NOUN,229,work,body of work|employment|oeuvre|piece of work|study|work|workplace,activity|product|production|occupation|business|job|line of work|line|learning|acquisition|energy|free energy|geographic point|geographical point|end product|output
reported,report,VERB,229,report,account|cover|describe|report,inform|announce|denote|complain|kick|plain|sound off|quetch|kvetch
paper,paper,NOUN,229,paper,composition|newspaper|newspaper publisher|paper|report|theme,material|stuff|essay|press|public press|medium|article|publisher|publishing house|publishing firm|publishing company|product|production
research,research,NOUN,230,research,enquiry|inquiry|research,investigation|investigating|problem solving
supported,support,VERB,230,support,abide|affirm|back|back up|bear|bear out|brook|confirm|corroborate|defend|digest|endorse|endure|fend for|hold|hold up|indorse|keep going|patronage|patronise|patronize|plump for|plunk for|put up|stand|stick out|stomach|subscribe|substantiate|suffer|support|sustain|tolerate|underpin,give|approve|O.K.|okay|sanction|agree|hold|concur|concord|match|fit|correspond|check|jibe|gibe|tally|argue|reason|act|play|represent|foster|nurture|permit|allow|let|countenance
engineering,engineer,NOUN,230,engin,applied scientist|engine driver|engineer|locomotive engineer|railroad engineer|technologist,person|individual|someone|somebody|mortal|soul|operator|manipulator
center,center,NOUN,230,center,center|center field|center of attention|centerfield|centre|centre of attention|core|essence|eye|gist|heart|heart and soul|inwardness|kernel|mall|marrow|meat|middle|midpoint|nerve center|nerve centre|nitty-gritty|nub|pith|plaza|shopping center|shopping centre|shopping mall|snapper|substance|sum,area|country|tract|piece of land|piece of ground|parcel of land|parcel|building|edifice|point|content|cognitive content|mental object|object|neural structure|formation|basketball player|basketeer|cager|lineman|place|property|class|stratum|social class|socio-economic class|hockey player|ice-hockey player|sweet|confection|mercantile establishment|retail store|sales outlet|outlet|position
excellence,excellence,NOUN,230,excel,excellence|excellency,quality|feature|characteristic
program,program,NOUN,230,program,broadcast|computer program|computer programme|course of study|curriculum|plan|platform|political platform|political program|program|programme|syllabus,idea|thought|system|system of rules|show|document|written document|papers|announcement|promulgation|information|info|software|software program|computer software|software system|software package|package|performance
national,national,ADJ,230,nation,home(a)|interior(a)|internal|national,
foundation,foundation,NOUN,230,foundat,base|basis|cornerstone|creation|foot|foundation|foundation garment|founding|fundament|grounding|groundwork|initiation|innovation|instauration|institution|introduction|origination|substructure|understructure,relation|financial institution|financial organization|financial organisation|support|education|assumption|supposition|supposal|undergarment|unmentionable|beginning|start|commencement
nrf,nrf,NOUN,230,nrf,,NA
korean,korean,ADJ,230,korean,Korean,
ministry,ministry,NOUN,230,ministri,ministry,priesthood|building|edifice|government department|employment|work
science,science,NOUN,230,scienc,science|scientific discipline|skill,discipline|subject|subject area|subject field|field|field of study|study|bailiwick|ability|power
ict,ict,NOUN,230,ict,,NA
future,future,NOUN,230,futur,future|future tense|futurity|hereafter|time to come,time|tense|commodity|trade good|good
planning,plan,NOUN,230,plan,architectural plan|design|plan|program|programme,idea|thought|arrangement|organization|organisation|system|drawing
