token,lemma,upos,clique,stem,synonyms,hypernyms,text,clique_id
shape,shape,NOUN,84,shape,anatomy|bod|build|cast|chassis|condition|configuration|conformation|contour|embodiment|figure|flesh|form|frame|human body|material body|pattern|physical body|physique|shape|SHAPE|soma|Supreme Headquarters Allied Powers Europe,spatial property|spatiality|attribute|body|organic structure|concretism|concrete representation|appearance|visual aspect|good health|healthiness|high command|supreme headquarters|structure,S1110016821002349,S1110016821002349_84
network,network,NOUN,84,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile,S1110016821002349,S1110016821002349_84
other,other,ADJ,179,other,early(a)|former(a)|other|other(a),NA,S1110016821002349,S1110016821002349_179
clusterone,clusterone,NOUN,179,clusteron,NA,NA,S1110016821002349,S1110016821002349_179
method,method,NOUN,179,method,method|method acting,know-how|acting|playing|playacting|performing,S1110016821002349,S1110016821002349_179
discard,discard,NOUN,179,discard,discard|throwing away,object|physical object|abandonment,S1110016821002349,S1110016821002349_179
nodes,node,NOUN,179,node,client|guest|knob|leaf node|lymph gland|lymph node|node|thickening,connection|connexion|link|convex shape|convexity|plant process|enation|point|celestial point|lymphatic tissue|lymphoid tissue|solid body substance|computer|computing machine|computing device|data processor|electronic computer|information processing system,S1110016821002349,S1110016821002349_179
module,module,NOUN,179,modul,faculty|mental faculty|module,ability|power|compartment|computer circuit|component|constituent|element,S1110016821002349,S1110016821002349_179
structure,structure,NOUN,179,structur,anatomical structure|bodily structure|body structure|complex body part|construction|social organisation|social organization|social structure|social system|structure,artifact|artefact|constitution|composition|physical composition|makeup|make-up|cognition|knowledge|noesis|body part|system|scheme,S1110016821002349,S1110016821002349_179
evaluation,evaluation,NOUN,24,evalu,evaluation|rating|valuation,judgment|judgement|assessment|appraisal,S1296207417302583,S1296207417302583_24
metrics,metric,NOUN,24,metric,metric|metric function|metric unit|system of measurement,function|mathematical function|single-valued function|map|mapping|unit of measurement|unit|measure|quantity|amount,S1296207417302583,S1296207417302583_24
prior,prior,ADJ,24,prior,anterior|prior(a),NA,S1296207417302583,S1296207417302583_24
design,design,NOUN,24,design,aim|blueprint|conception|design|designing|excogitation|figure|innovation|intent|intention|invention|pattern|plan|purpose,creating by mental acts|arrangement|organization|organisation|system|plan|program|programme|decoration|ornament|ornamentation|goal|end|sketch|study|creativity|creativeness|creative thinking,S1296207417302583,S1296207417302583_24
employed,employ,VERB,24,emploi,apply|employ|engage|hire|use|utilise|utilize,NA,S1296207417302583,S1296207417302583_24
validate,validate,NOUN,24,valid,NA,NA,S1296207417302583,S1296207417302583_24
constructed,construct,VERB,24,construct,build|construct|fabricate|make|manufacture|reconstruct|retrace,make|create|trace|draw|line|describe|delineate|create by mental act|create mentally|speculate|theorize|theorise|conjecture|hypothesize|hypothesise|hypothecate|suppose,S1296207417302583,S1296207417302583_24
model,model,NOUN,24,model,example|exemplar|fashion model|framework|good example|manakin|manikin|mannequin|mannikin|model|modeling|modelling|poser|role model|simulation|theoretical account,hypothesis|possibility|theory|kind|sort|form|variety|assistant|helper|help|supporter|representation|ideal|leader|mental representation|internal representation,S1296207417302583,S1296207417302583_24
providing,provide,VERB,24,provid,allow|allow for|bring home the bacon|cater|furnish|leave|offer|ply|provide|put up|render|supply,give|stipulate|qualify|condition|specify|engage|wage|yield|afford|support|fix|prepare|set up|ready|gear up|set,S1296207417302583,S1296207417302583_24
assessment,assessment,NOUN,24,assess,appraisal|assessment|judgement|judgment,classification|categorization|categorisation|sorting|charge|monetary value|price|cost|act|deed|human action|human activity,S1296207417302583,S1296207417302583_24
results,result,NOUN,24,result,answer|consequence|effect|event|final result|issue|outcome|resolution|result|resultant|resultant role|solution|solvent|termination|upshot,phenomenon|statement|ending|conclusion|finish|semantic role|participant role,S1296207417302583,S1296207417302583_24
qualitative,qualitative,ADJ,24,qualit,qualitative,NA,S1296207417302583,S1296207417302583_24
quantitative,quantitative,ADJ,24,quantit,quantitative,NA,S1296207417302583,S1296207417302583_24
terms,term,NOUN,24,term,condition|full term|strings|term|terminal figure|terminus,word|time period|period of time|period|statement|quantity|constituent|grammatical constituent|point|point in time|statue,S1296207417302583,S1296207417302583_24
strong,strong,ADJ,129,strong,firm|hard|impregnable|inviolable|potent|secure|solid|stiff|strong|substantial|unassailable|unattackable|warm,NA,S1296207417302583,S1296207417302583_129
relationship,relationship,NOUN,129,relationship,family relationship|human relationship|kinship|relationship,relation|state,S1296207417302583,S1296207417302583_129
appears,appear,VERB,129,appear,appear|come along|come out|look|seem,be|happen|materialize|materialise|perform|execute|do,S1296207417302583,S1296207417302583_129
error,error,NOUN,129,error,computer error|erroneous belief|erroneousness|error|fault|misplay|mistake|wrongdoing,nonaccomplishment|nonachievement|incorrectness|wrongness|misconception|failure|evil|evilness|happening|occurrence|occurrent|natural event|misstatement,S1296207417302583,S1296207417302583_129
up,up,ADV,129,up,up|upward|upwardly|upwards,NA,S1296207417302583,S1296207417302583_129
date,date,NOUN,129,date,appointment|date|day of the month|engagement|escort,day|twenty-four hours|twenty-four hour period|24-hour interval|solar day|mean solar day|companion|comrade|fellow|familiar|associate|meeting|get together|present|nowadays|calendar day|civil day|calendar month|month|calendar year|civil year|edible fruit,S1296207417302583,S1296207417302583_129
news,news,NOUN,129,new,intelligence|news|news program|news show|newsworthiness|tidings|word,information|info|broadcast|program|programme|interest|interestingness,S1296207417302583,S1296207417302583_129
art,art,NOUN,129,art,art|artistic creation|artistic production|artistry|artwork|fine art|graphics|nontextual matter|prowess,creation|creative activity|superior skill|visual communication,S1296207417302583,S1296207417302583_129
lovers,lover,NOUN,129,lover,buff|devotee|fan|lover,person|individual|someone|somebody|mortal|soul|follower|domestic partner|significant other|spousal equivalent|spouse equivalent,S1296207417302583,S1296207417302583_129
class,class,NOUN,129,class,category|class|course|course of instruction|course of study|division|family|form|grade|social class|socio-economic class|stratum|year,collection|aggregation|accumulation|assemblage|gathering|people|education|instruction|teaching|pedagogy|didactics|educational activity|league|conference|taxonomic group|taxonomic category|taxon|elegance,S1296207417302583,S1296207417302583_129
dependency,dependency,NOUN,129,depend,addiction|colony|dependance|dependence|dependency|habituation,state|physical condition|physiological state|physiological condition|geographical area|geographic area|geographical region|geographic region,S1296207417302583,S1296207417302583_129
diminished,diminish,VERB,129,diminish,belittle|decrease|diminish|fall|lessen,change magnitude|decrease|lessen|minify,S1296207417302583,S1296207417302583_129
along,along,ADV,129,along,along|on,NA,S1296207417302583,S1296207417302583_129
other,other,ADJ,129,other,early(a)|former(a)|other|other(a),NA,S1296207417302583,S1296207417302583_129
categories,category,NOUN,129,categori,category|class|family,collection|aggregation|accumulation|assemblage|concept|conception|construct,S1296207417302583,S1296207417302583_129
lower,lower,ADJ,214,lower,NA,NA,S1476927119302440,S1476927119302440_214
level,level,NOUN,214,level,degree|floor|grade|horizontal surface|layer|level|point|spirit level|stage|storey|story|stratum|tier,property|rank|state|altitude|height|indicator|surface|place|structure|construction,S1476927119302440,S1476927119302440_214
archaea,archaea,NOUN,214,archaea,NA,NA,S1476927119302440,S1476927119302440_214
single,single,ADJ,214,singl,exclusive|individual|single|single(a)|undivided|unmarried,NA,S1476927119302440,S1476927119302440_214
cell,cell,NOUN,214,cell,cadre|cell|cellphone|cellular phone|cellular telephone|cubicle|electric cell|jail cell|mobile phone|prison cell,compartment|living thing|animate thing|electrical device|political unit|political entity|radiotelephone|radiophone|wireless telephone|room,S1476927119302440,S1476927119302440_214
cope,cope,VERB,214,cope,contend|cope|deal|get by|grapple|make do|make out|manage,act|move,S1476927119302440,S1476927119302440_214
external,external,ADJ,214,extern,external|extraneous|international|outside|outside(a),NA,S1476927119302440,S1476927119302440_214
mainly,mainly,ADV,214,mainli,chiefly|in the main|mainly|primarily|principally,NA,S1476927119302440,S1476927119302440_214
physical,physical,ADJ,214,physic,forcible|physical|strong-arm,NA,S1476927119302440,S1476927119302440_214
environment,environment,NOUN,214,environ,environment|environs|surround|surroundings,situation|state of affairs|geographical area|geographic area|geographical region|geographic region,S1476927119302440,S1476927119302440_214
peculiarities,peculiarity,NOUN,214,peculiar,curio|curiosity|distinctive feature|distinctiveness|distinguishing characteristic|oddity|oddment|peculiarity|rarity|speciality|specialness|specialty,feature|characteristic|individuality|individualism|individuation|object|physical object,S1476927119302440,S1476927119302440_214
indval,indval,ADJ,214,indval,NA,NA,S1476927119302440,S1476927119302440_214
edges,edge,NOUN,214,edg,border|bound|boundary|edge|sharpness,boundary|bound|bounds|line|side|urgency|superiority|favorable position|favourable position|limit|demarcation|demarcation line,S1476927119302440,S1476927119302440_214
reflect,reflect,VERB,214,reflect,chew over|contemplate|excogitate|meditate|mull|mull over|muse|ponder|reflect|reverberate|ruminate|shine|speculate|think over,indicate|point|designate|show|think|cogitate|cerebrate|emit|give out|give off|attest|certify|manifest|demonstrate|evidence,S1476927119302440,S1476927119302440_214
survival,survival,NOUN,214,surviv,endurance|natural selection|selection|survival|survival of the fittest,animation|life|living|aliveness|natural process|natural action|action|activity|continuance|continuation,S1476927119302440,S1476927119302440_214
strategy,strategy,NOUN,214,strategi,scheme|strategy,plan of action|military science,S1476927119302440,S1476927119302440_214
extreme,extreme,ADJ,214,extrem,extreme|utmost(a)|uttermost(a),NA,S1476927119302440,S1476927119302440_214
situations,situation,NOUN,214,situat,berth|billet|office|place|position|post|site|situation|spot|state of affairs,state|condition|status|difficulty|position|place|occupation|business|job|line of work|line,S1476927119302440,S1476927119302440_214
application,application,NOUN,219,applic,application|application program|applications programme|coating|covering|diligence|lotion|practical application,use|usage|utilization|utilisation|employment|exercise|request|petition|postulation|manual labor|manual labour|program|programme|computer program|computer programme|remedy|curative|cure|therapeutic|effort|elbow grease|exertion|travail|sweat|action,S1532046419302746,S1532046419302746_219
method,method,NOUN,219,method,method|method acting,know-how|acting|playing|playacting|performing,S1532046419302746,S1532046419302746_219
c,class,NOUN,219,class,category|class|course|course of instruction|course of study|division|family|form|grade|social class|socio-economic class|stratum|year,collection|aggregation|accumulation|assemblage|gathering|people|education|instruction|teaching|pedagogy|didactics|educational activity|league|conference|taxonomic group|taxonomic category|taxon|elegance,S1532046419302746,S1532046419302746_219
